ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0060078	GO:0060078	regulation of postsynaptic membrane potential	107	-0.358299687367452	-2.22644598312259	1.3775599112038e-06	0.000335345997514352	0.000298271667730215	3357	tags=49%, list=22%, signal=38%	GRIA3/HTR3A/GRIK4/KCNA1/P2RX2/MPP2/SHANK3/RGS4/HTR3C/HCN1/NLGN4X/NLGN3/CHRNA2/CHRM1/SLC8A3/CHRNA3/STX1B/CBLN1/GRIN2C/KCNA2/IGSF11/GABRB1/GABRR2/GRM1/CHRNA6/GRIN3A/GRM5/CHRFAM7A/GRIK5/GRIK1/CHRNA9/GRID2/GABRA1/GRIN2B/CUX2/RIMS2/DLG4/GRIK2/GABBR1/CHRNA5/CHRNA7/P2RX6/KCND2/GABRB2/GRIN1/P2RX1/NLGN1/GABRA4/CHRNA10/GLRA3/NRXN1/SLC8A2
GO:0007608	GO:0007608	sensory perception of smell	62	-0.439270850975673	-2.3911522010347	1.47824745359027e-06	0.00034486281219383	0.000306736346619981	3622	tags=68%, list=24%, signal=52%	OR2L2/OR5H14/OR2A25/OR52I1/OR52N4/SLC24A4/OR6N1/OR8A1/OR13A1/OR10H5/OR10K1/OR2B11/OR2I1P/OR2A7/OR52K1/OR52A1/OR51B5/OR51M1/OR52H1/OR56B1/CNGA4/OR2AG2/OR6A2/OR5AS1/OR8G5/SYT10/OR6C75/OR1A1/OR7C1/OR10H1/OR14J1/OR5P3/OR7G2/OR10G3/OBP2A/OBP2B/OR52N1/OR1I1/OR7A17/OR5P2/UGT2A1/OR3A3
GO:0042391	GO:0042391	regulation of membrane potential	326	-0.232605158438767	-1.70728094989077	1.70818301221343e-06	0.00038256466741532	0.000340270056032916	3693	tags=39%, list=24%, signal=30%	GABRD/GRIK3/CASQ2/ACTN2/RYR2/CAV3/KCNH8/KCNK16/PLN/KCNE5/GRIA3/KCNA4/HTR3A/GRIK4/CACNB2/CACNA1C/KCNA1/KCNA5/SCN8A/P2RX2/KCNK13/SLC24A4/CACNA1H/MPP2/GJC1/ATP1A3/SHANK3/CNR2/RGS4/HTR3C/HCN1/NLGN4X/NLGN3/CHRNA2/CHRM1/SLC8A3/TCL1A/CHRNA3/STX1B/CBLN1/KCNH6/SCN4A/GRIN2C/OPRD1/GPR88/KCNA2/KCNJ10/ATP1A4/ADCY10/SCN5A/IGSF11/GABRB1/TBX18/GABRR2/GRM1/ABCB5/CHRNA6/GRIN3A/KCNK4/GRM5/KCNK10/CHRFAM7A/HCN4/ASIC2/KCNH4/CACNA1G/HCN2/GRIK5/GRIK1/CHRNA9/GRID2/GABRA1/ADRA1A/GRIN2B/CUX2/RIMS2/KCNMA1/DLG4/EHD3/GRIK2/GABBR1/PKP2/IFI6/PMAIP1/CACNA1I/CHRNA5/NPR2/KCNK7/GABRB3/ATP1A2/CHRNA7/KCTD7/SLC4A4/KCNH3/CACNA2D1/CACNB4/P2RX6/SMAD7/FKBP1B/NOS1AP/KCND2/GABRB2/CLDN19/CNTNAP1/GRIN1/P2RX1/KCNC1/RIMS4/NLGN1/BCL2/KCNK12/KCNK15/TACR1/PIEZO2/NEDD4/GABRA4/GPR35/CHRNA10/KCNE1/FGF12/DRD1/KCNIP2/ABCC9/GLRA3/NRXN1/KCNJ2/SLC8A2/KCNMB2
GO:0019884	GO:0019884	antigen processing and presentation of exogenous antigen	46	0.542727577780793	2.30016054817201	2.96483594490392e-06	0.000638466017519887	0.000567880115600828	4534	tags=67%, list=29%, signal=48%	CD1A/HLA-DQB2/HLA-DQA2/HLA-DMB/CTSL/FCGR2B/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/CD1C/CD1E/HLA-DOA/HLA-DQA1/IKBKB/HLA-DRA/HLA-DPB1/CTSE/MR1/HLA-A/TAP2/CTSD/LNPEP/CTSS/CD1D/CTSF/HLA-E
GO:0019886	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	28	0.627712155038984	2.34024140187049	3.186929952804e-06	0.000660874844657392	0.000587811524628293	2901	tags=64%, list=19%, signal=52%	HLA-DQB2/HLA-DQA2/HLA-DMB/CTSL/FCGR2B/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1/CTSE
GO:0002495	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	30	0.604327052184679	2.28058394823741	4.478734075126e-06	0.000835881069554348	0.000743469856470915	2901	tags=60%, list=19%, signal=49%	HLA-DQB2/HLA-DQA2/HLA-DMB/CTSL/FCGR2B/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1/CTSE
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	30	0.604327052184679	2.28058394823741	4.478734075126e-06	0.000835881069554348	0.000743469856470915	2901	tags=60%, list=19%, signal=49%	HLA-DQB2/HLA-DQA2/HLA-DMB/CTSL/FCGR2B/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1/CTSE
GO:0006520	GO:0006520	amino acid metabolic process	223	0.342577668114381	1.88519650708257	4.35803071049553e-06	0.000835881069554348	0.000743469856470915	4378	tags=41%, list=28%, signal=30%	BCAT1/GATB/IYD/BPHL/FAH/SEPHS2/VARS2/GLS2/TARS2/CTH/AGMAT/ACAD8/PRODH/OCA2/CLN3/RIMKLA/BHMT2/UCP2/SLC39A8/ACCS/NAGS/GCAT/ASRGL1/EARS2/PSAT1/MRI1/PPAT/DARS2/DBT/HARS2/PEPD/BCAT2/FPGS/PARS2/QRSL1/GCDH/SRR/PYCR2/ALDH5A1/YARS2/AFMID/SIRT4/THNSL2/MTHFD1/GSS/LRRC47/BCKDHB/KYNU/DHFR/AZIN2/PYCR1/HAAO/GFPT1/ATP7A/ICMT/PFAS/BCKDHA/FN3K/SLC38A1/SLC7A7/SLC1A3/HMGCL/BAAT/BCKDK/GGT1/CARS2/CRYM/SLC25A21/MPST/RIDA/RARS2/ALDH6A1/IL4I1/AASDH/AMDHD1/AZIN1/CTPS1/DHFR2/FARSA/AARSD1/GLUL/CTPS2/PCCB/ARHGAP11B/IARS2/ETFB/MTAP/PCBD1/ASNS/MTRR/HIBCH
GO:0034660	GO:0034660	ncRNA metabolic process	477	0.284653792176423	1.67351519647746	6.7432153010624e-06	0.00121791169260156	0.00108326490965454	6201	tags=51%, list=40%, signal=31%	GATB/ERI2/INTS7/RPUSD1/RNF113A/PUSL1/ESR1/THUMPD1/VARS2/TARS2/SMAD6/PPARG/DEDD/ERN2/SNAPC2/KTI12/NSUN3/NFATC4/TYW1B/TRMU/EARS2/ELP3/METTL18/CC2D1A/MRM3/SNAPC3/TARBP2/NOL11/TBL3/TRMT61B/DARS2/MRM2/SHQ1/HARS2/EXOSC2/TRIT1/RPP25/PARS2/METTL3/GEMIN4/TRMT12/EXOSC5/QRSL1/PIH1D2/ELP6/YARS2/OSGEPL1/TRPT1/PRKRA/UTP25/DIS3L/IMP4/TSEN54/LRRC47/TRUB1/RNASEL/SIRT7/THG1L/TRMT1L/RPUSD2/POP5/DDX49/TSR3/ELP5/TYW5/NVL/MRPL44/LAGE3/GATA3/DTWD1/PTCD1/OSGEP/NCOR1/CDK7/RPP25L/ABT1/FTSJ3/NSUN4/DUS4L/MTOR/METTL6/ICE2/SNAPC5/BYSL/TDRKH/TUT1/SUV39H1/DCAF13/GTPBP3/UTP14A/RPP38/FCF1/POP4/CARS2/EMG1/INTS6L/GAR1/TRMT61A/PARN/MOCS3/TRMT2B/RRP12/ALKBH1/ELAC2/GRSF1/SLFN12/DGCR8/RARS2/HENMT1/GTF3C2/ZMPSTE24/TRMT10B/XPO5/SDE2/PELO/BRF1/ZCCHC7/INTS9/INTS1/DICER1/GTF2H5/GPAT2/INTS4/PUS1/NAF1/GTF3C5/RSL1D1/FDXACB1/DTWD2/FARSA/BMS1/SLFN13/ERI3/URM1/INTS3/AARSD1/MTFMT/LCMT2/POU5F1/YBEY/TSEN15/SREBF1/PELP1/TFB2M/IMP3/NPM3/RRP1B/IARS2/TRUB2/RRP36/UTP6/DDX52/MRTO4/INTS2/DUS2/METTL5/ADAT3/WDR3/POLR1B/ZC3H10/EXOSC3/GTF3C4/EIF6/FARSB/NOLC1/CHD7/ZNF512B/BOP1/INTS13/NOL6/POLR3E/UTP14C/SARS2/SEPSECS/ELAC1/ELP1/TYW1/NR1H2/RIOK1/WDR18/TSNAX/INTS11/YY1/ZCCHC4/NARS2/ANKRD34A/NAT10/AGO1/DDX56/PWP2/POLR1E/RPP30/NGDN/SRRT/DIMT1/TARBP1/TRMT11/TRMT13/LAS1L/ELP2/SMAD1/TSR1/GTF3C6/RBM34/ZNF143/MECP2/RARA/WDR55/DROSHA/USB1/TFB1M/RTRAF/ZC3H7B/TP53/GTF3C3/NUP155/WBP11/TPRKB/TSEN34/DKC1/INTS14/TRMT1/SMAD4/USPL1/SPIN1/SPOUT1/TDRD6/TRMT10A/PNPT1/DDX54/QTRT1/METTL16/NOB1/RTCB/ZNHIT3/RRP8/ZC3H8/SBDS/MYB/METTL2B/ZC3H4/NOP2/INTS10
GO:1901264	GO:1901264	carbohydrate derivative transport	71	0.462498347310341	2.11254321699169	7.62345121716787e-06	0.00133386573015384	0.00118639959567175	5195	tags=63%, list=34%, signal=42%	GJB1/SLC46A2/PLA2G10/ABCD1/SLC29A1/PLEKHA8/ABCC6/SPNS1/SLC5A2/CLN3/SLC37A2/ABCC3/SLC50A1/ADORA1/SLC35C1/SLC29A4/SLC33A1/SCARB1/SLC35E3/CR1/SLC37A4/SLC35B3/SLC35B1/SLC5A1/ABCC4/LRRC8E/SLC35A2/PSAP/SLC29A2/SLC35C2/SLC35B4/SLC35A1/SLC25A5/SLC35B2/SLC25A42/SLC25A19/RFT1/MFSD2A/SLC35D1/SLC25A23/SLC35A3/GLTP/PLTP/ANKH/CD47
GO:0006281	GO:0006281	DNA repair	489	0.283057143696499	1.66245108593842	8.32767296070517e-06	0.00141292851233298	0.00125672155588823	5187	tags=42%, list=34%, signal=29%	OOEP/CENPS/UBE2T/GTF2H2C/RNF113A/RFC4/CBX8/RFC5/XRCC1/MCMDC2/POLN/CETN2/FBXO6/TDP2/USP43/EXO5/GTF2H4/BRCA2/FMN2/POT1/RPA4/MGME1/RAD51AP1/ABL1/SLX4/MAGEF1/POLI/DYRK1B/RAD51D/MRGBP/MSH2/NEIL1/AXIN2/SUPT7L/PALB2/TMEM161A/KMT5C/CHD1L/ZNF668/SLF2/RBBP8/UCHL5/ERCC3/SPIDR/ZFYVE26/RNASEH2A/MMS22L/CUL4A/PARP10/DCLRE1B/INIP/MORF4L2/RAD52/SIRT7/KAT2A/TAF12/JMY/FANCL/MDC1/SMARCAL1/RPA2/DCLRE1C/FAN1/BRCA1/ZRANB3/ETAA1/RFC2/SHPRH/AP5S1/CDK7/UBQLN4/FIGNL1/FANCC/TTC5/MCRS1/SHLD1/MARF1/BCL7C/ATP23/NABP2/TAF6/KIF22/PML/ENDOV/APEX1/NUDT16L1/WAS/MCM2/ZMYND8/EXD2/MRNIP/DPF1/POLM/CUL4B/SPIRE2/EMSY/RAD50/CENPX/XPA/PAGR1/PPP5C/ALKBH1/DMAP1/TAOK3/BRD7/ZNF365/LIG3/VCPIP1/PIAS4/HELQ/PSMD14/CHAF1B/TFIP11/RUVBL1/ZMPSTE24/XRCC3/FAAP100/RNF8/RECQL/AP5Z1/NSMCE1/PRMT6/BLM/USP51/UBE2A/PARP2/NSMCE4A/INO80E/KAT7/ZBTB1/DHX9/SMARCE1/FH/GTF2H5/ATRX/SSRP1/MCM4/MEN1/DPF2/RHNO1/REV3L/WRAP53/SPIRE1/PAXIP1/TAF7/MCM6/FAAP24/RAD9A/DNA2/INTS3/LIG1/PPP4R3B/SUMO1/MCM3/TOPBP1/YEATS4/POLDIP2/PARP3/RAD18/PARP1/MLH3/SMC6/CIB1/MMS19/ACTR5/RAD51C/NFRKB/SGF29/TADA3/MTA1/TDP1/RAD17/TAF6L/FBH1/RRM1/UFL1/CYREN/FAAP20/NSMCE2/MUTYH/FUS/APEX2/HDAC10/UNG/XRCC6/RAD21/HMCES/GTF2H2/TIMELESS/DEK/HLTF/BABAM1/TRAIP/SMUG1/MCM5/HUS1/CHEK2/SLX1A/HMGN1/PPP4C/YY1/ASCC1/XPC/TOP3A/USP1/NYNRIN/NTHL1
GO:0002396	GO:0002396	MHC protein complex assembly	18	0.696979275313121	2.31992622188904	1.28071359728557e-05	0.00204877583748626	0.00182227248985204	2541	tags=72%, list=17%, signal=60%	HLA-DQB2/HLA-DQA2/HLA-DMB/HLA-DRB5/HLA-DOB/HLA-DPA1/HLA-DQB1/HLA-DMA/HLA-DRB1/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1
GO:0002501	GO:0002501	peptide antigen assembly with MHC protein complex	18	0.696979275313121	2.31992622188904	1.28071359728557e-05	0.00204877583748626	0.00182227248985204	2541	tags=72%, list=17%, signal=60%	HLA-DQB2/HLA-DQA2/HLA-DMB/HLA-DRB5/HLA-DOB/HLA-DPA1/HLA-DQB1/HLA-DMA/HLA-DRB1/HLA-DOA/HLA-DQA1/HLA-DRA/HLA-DPB1
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	37	0.552741628334768	2.19733894286375	1.51992990132596e-05	0.00225076773087504	0.00200193307729196	4534	tags=70%, list=29%, signal=50%	HLA-DQB2/HLA-DQA2/HLA-DMB/CTSL/FCGR2B/HLA-DRB5/HLA-DOB/LGMN/HLA-DPA1/HLA-DQB1/HLA-DMA/CD74/HLA-DRB1/HLA-DOA/HLA-DQA1/IKBKB/HLA-DRA/HLA-DPB1/CTSE/HLA-A/TAP2/CTSD/LNPEP/CTSS/CTSF/HLA-E
GO:0048193	GO:0048193	Golgi vesicle transport	244	0.321894650276862	1.79183474476299	1.51139504549511e-05	0.00225076773087504	0.00200193307729196	7727	tags=73%, list=50%, signal=37%	CYTH3/TMED6/SCAMP3/CLN3/KLHL20/OSBPL5/SEC24C/GGA2/CEP19/BCAP31/KDELR3/COPG2/CCDC22/AP4M1/TBC1D14/EXOC8/GOLPH3L/VAMP7/TRAPPC3/BET1/TMED9/PEF1/ATP9B/BNIP1/COG7/GOLT1A/SNX3/LMAN2L/STX17/PICK1/VPS35L/COG2/COPZ2/NAPA/COG6/VPS54/SPIRE2/BLZF1/TMED1/KDELR1/CCDC93/GCC2/SCAMP1/SEC22B/RAB31/MPPE1/COG8/MIA2/SNX8/SCYL1/COG4/GOLGA5/TMEM115/KLHL12/MYO18A/AP2A1/LMAN2/TMED2/VAMP3/SNAP23/NSF/SCFD1/BBS1/GAK/SPIRE1/YIF1B/PREPL/WHAMM/COPA/ERGIC2/P4HB/RBSN/VPS52/TAPBP/KIF16B/RAB8A/PLPP3/COPG1/EXOC1/SEC16A/KDELR2/STX18/TRAPPC8/TEX261/ARFGAP2/TRAPPC1/COPZ1/MAPK15/SCAMP2/RNF139/RER1/RAB13/RP2/EXOC6B/CORO7/RANGRF/LAPTM5/ERGIC1/GGA1/SYS1/GOPC/USO1/IER3IP1/ARL3/COPB2/TBC1D20/SEC16B/TMED10/GOLT1B/VPS51/VCP/TFG/COPE/ARFGEF2/GABARAPL2/CNIH4/TRAPPC12/YIPF5/RAB6B/ARF3/ARFRP1/SPAST/HTT/RABEP1/AP1G2/GOLPH3/RACK1/VAMP2/KRT18/EXOC4/TMED3/GOLGA7/USE1/RAB1A/AP3D1/SEC24B/GOSR1/SNX12/YIPF4/STEAP2/LAMP1/VTI1B/VAPA/BCAP29/MACF1/SORL1/VTI1A/TRIP11/EPS15/NRBP1/PRKCI/AP3S2/LMAN1/CSNK1D/YKT6/SAR1B/INSIG1/GOSR2/TMED7/RAB34/YIF1A/GBF1/ANKFY1/SEC23B/SORT1/STX5/MIA3/TRAPPC9/STX6/SEC24D/CUL3/ZW10/TRAPPC6B/TMED5/SNX2/PPP6C/NKD2
GO:0010256	GO:0010256	endomembrane system organization	465	0.279104291481212	1.63748379875778	1.52757945656816e-05	0.00225076773087504	0.00200193307729196	5792	tags=48%, list=38%, signal=31%	XKR8/FOLR2/ABCD1/HPS3/ABCA1/RAB3A/ANXA6/TMED6/EMC9/ATP6V0A1/TJAP1/ATL1/PFN4/DTNBP1/ALS2/LAPTM4B/CLN3/BIN1/ARV1/NEK6/CLPTM1L/VPS37C/AP1S1/F2RL3/COLEC12/SNAPIN/GRAMD2A/SNX10/XKR9/SYP/PTPRC/RAB38/VPS37D/MYRF/SMPD1/TMEM33/RTN1/AKTIP/ZFYVE27/SNAP47/GET4/EHD2/MTSS1/TMCO1/UBL4A/CR1/BIN2/EXOC8/AP1S3/ESYT3/GOLPH3L/PLK1/CHMP1A/TOR1AIP1/KIFC3/CHMP7/SYNGR2/BET1/SNAP29/ARHGEF7/FA2H/TMED9/ANXA8L1/BNIP1/COG7/PEX5/TRAM2/WASHC4/LARGE1/SNX3/DNAJC13/STX17/MVB12A/WNK1/TLCD1/VPS11/PHETA2/COG2/STX19/ATP6V1H/RETREG3/FHDC1/FAM174B/COG6/LAMTOR1/AP3M1/FOLR3/NSFL1C/LMNB2/BLZF1/TMED1/ZNF501/GCC2/VPS25/ANO7/TLE6/MAPK3/SEC22B/PRKN/TOR1A/COG8/VCPIP1/CHMP1B/PLA2G3/WASHC5/CUL7/DYM/HIKESHI/COG4/ZMPSTE24/ATP6AP1/NPLOC4/GOLGA5/P2RX7/ATP6AP2/CTDNEP1/EMC1/NOMO3/ARL6IP1/SURF4/BAG5/SNX9/DEGS1/CPLX1/TMCC1/LPCAT3/BROX/MYO18A/ARMH3/MMGT1/TMED2/CHMP6/RAB22A/SNAP23/RTN4/NSF/PI4K2B/GAK/WHAMM/RAB7A/RNF26/RAB5B/RBSN/TOR1B/CASP7/ATP6V1D/TBPL1/RAB3GAP2/POLR2M/STXBP1/SHTN1/FNBP1L/EMC2/RAB8A/CHMP2A/VPS4A/SYNJ1/SEC16A/AP1B1/PACSIN3/STX18/VTA1/STAM/MAFB/EMD/TRAPPC8/ZNF385A/F2R/RILP/GPER1/TARDBP/EMC7/TSG101/TMEM38B/RCC1/LEMD2/VPS13B/ANKLE2/MAPK15/VAMP4/BLOC1S3/TOM1/GORASP2/CORO7/TRAM1/CCDC47/CAMLG/ATG9B/REEP5/SCARB2/EMC6/ZBED3/CXCR4/FLOT1/CHMP5/UBE2I/OBSL1/MAP2K1/TOR1AIP2/CHMP3/IST1/AQP11/USO1/SNF8/EMC10/BAG6/TBC1D20/SEC16B/RAB2B/TMED10/MFSD14A/VPS51/RAB3GAP1/EMC4/PLEKHF1/STX4/ARFGEF2/SYTL4/TMEM9/RETREG2/NUP155/RTN3/RAB27A
GO:0032543	GO:0032543	mitochondrial translation	116	0.390157163847707	1.97168119449605	1.6926174730125e-05	0.00240689702364697	0.00214080142485478	5872	tags=58%, list=38%, signal=36%	RMND1/GATB/MTG2/TARS2/MRPS34/NSUN3/EARS2/TACO1/DARS2/MRPL49/QRSL1/YARS2/MRPS2/MRPL40/MRPL38/MRPL10/TUFM/MRPL44/PTCD1/MRPL48/MRPS35/MRPS7/MRPS10/MRPL39/MRPL28/MRPL4/MRPL19/ALKBH1/MRPS15/RARS2/MRPL30/UQCC2/MRPS18B/MRPS9/MRPS14/MRPL58/MTIF3/MRPS26/FASTKD3/MALSU1/MRPL16/IARS2/MRPS11/TRUB2/MTRF1/MRPS5/MRPL24/MRPL18/MRPS27/MTG1/MRPS23/MTRF1L/SARS2/C1QBP/MRPL2/CHCHD1/GFM1/SHMT2/FASTKD2/MRPS12/RPUSD3/MTIF2/MRPL13/MRPL27/MRPL9/LRPPRC/TSFM
GO:0034470	GO:0034470	ncRNA processing	344	0.29837931578794	1.7131154007749	1.71951921675082e-05	0.00240689702364697	0.00214080142485478	6201	tags=53%, list=40%, signal=32%	ERI2/INTS7/RPUSD1/RNF113A/PUSL1/THUMPD1/KTI12/NSUN3/TYW1B/TRMU/ELP3/METTL18/MRM3/TARBP2/NOL11/TBL3/TRMT61B/MRM2/SHQ1/EXOSC2/TRIT1/RPP25/METTL3/GEMIN4/TRMT12/EXOSC5/PIH1D2/ELP6/OSGEPL1/TRPT1/PRKRA/UTP25/IMP4/TSEN54/TRUB1/RNASEL/SIRT7/THG1L/TRMT1L/RPUSD2/POP5/DDX49/TSR3/ELP5/TYW5/NVL/MRPL44/LAGE3/DTWD1/PTCD1/OSGEP/RPP25L/ABT1/FTSJ3/NSUN4/DUS4L/METTL6/BYSL/TDRKH/TUT1/SUV39H1/DCAF13/GTPBP3/UTP14A/RPP38/FCF1/POP4/EMG1/INTS6L/GAR1/TRMT61A/PARN/MOCS3/TRMT2B/RRP12/ALKBH1/ELAC2/GRSF1/DGCR8/HENMT1/ZMPSTE24/TRMT10B/SDE2/INTS9/INTS1/DICER1/GTF2H5/GPAT2/INTS4/PUS1/NAF1/RSL1D1/FDXACB1/DTWD2/BMS1/ERI3/URM1/INTS3/MTFMT/LCMT2/YBEY/TSEN15/PELP1/TFB2M/IMP3/NPM3/RRP1B/TRUB2/RRP36/UTP6/DDX52/MRTO4/INTS2/DUS2/METTL5/ADAT3/WDR3/ZC3H10/EXOSC3/EIF6/NOLC1/CHD7/BOP1/INTS13/NOL6/UTP14C/SEPSECS/ELAC1/ELP1/TYW1/RIOK1/WDR18/TSNAX/INTS11/ZCCHC4/ANKRD34A/NAT10/AGO1/DDX56/PWP2/RPP30/NGDN/SRRT/DIMT1/TARBP1/TRMT11/TRMT13/LAS1L/ELP2/SMAD1/TSR1/RBM34/MECP2/WDR55/DROSHA/USB1/TFB1M/RTRAF/ZC3H7B/TP53/NUP155/WBP11/TPRKB/TSEN34/DKC1/INTS14/TRMT1/SPOUT1/TDRD6/TRMT10A/PNPT1/DDX54/QTRT1/METTL16/NOB1/RTCB/ZNHIT3/RRP8/SBDS/METTL2B/NOP2/INTS10
GO:0002251	GO:0002251	organ or tissue specific immune response	22	-0.604918214706551	-2.43613437516884	2.11552158716821e-05	0.00283191783574053	0.00251883386711696	3022	tags=59%, list=20%, signal=48%	FFAR2/FFAR3/DEFA4/RNASE3/GP2/C17orf99/PLA2G1B/CD160/RNASE2/CAMP/DEFB1/IL6/XCL1
GO:0022613	GO:0022613	ribonucleoprotein complex biogenesis	357	0.295477587103033	1.70233430314773	2.12431771925527e-05	0.00283191783574053	0.00251883386711696	7082	tags=57%, list=46%, signal=31%	EIF3CL/ERI2/EIF3C/RPUSD1/ZNF658/MTG2/ERAL1/NSUN3/RPL26L1/EIF2D/METTL18/MRM3/C1orf131/TARBP2/NOL11/TBL3/TRMT61B/RRN3/MRM2/MTERF3/SHQ1/CELF5/EXOSC2/RPP25/SURF6/GEMIN4/EXOSC5/PIH1D2/PRMT7/PRKRA/UTP25/MRPS2/IMP4/RNASEL/CUL4A/AAR2/SIRT7/RPUSD2/POP5/DDX49/SMN1/TSR3/NVL/MRPL44/DDX20/MRPS7/ABT1/FTSJ3/LSM2/NSUN4/ZRSR2/TSC1/SDAD1/SMN2/BYSL/YJU2/SUV39H1/DCAF13/UTP14A/RPP38/GEMIN7/FCF1/POP4/CUL4B/SNRPC/EMG1/GAR1/DDX31/TRMT2B/RRP12/GTPBP10/XPO1/RUVBL1/CD2BP2/SDE2/NOA1/HTATSF1/DICER1/DHX9/GTF2H5/EIF2S3/NAF1/RSL1D1/TRAF7/USP39/FDXACB1/MCTS1/BMS1/ERI3/GRWD1/RSRP1/CELF1/SLU7/MALSU1/GLUL/YBEY/PELP1/TFB2M/CLNS1A/IMP3/NPM3/RRP1B/CDC73/RRP36/UTP6/DDX52/MRTO4/SRPK2/METTL5/WDR3/PRPF18/HABP4/SRSF1/EXOSC3/NUP88/EIF6/WDR77/NOLC1/CHD7/BOP1/NOL6/DDX23/UTP14C/C1QBP/POLR2D/RIOK1/WDR18/ZNF622/LSM4/SF3A2/ZCCHC4/LUC7L/NAT10/AGO1/DDX56/PWP2/FASTKD2/NPM1/RPP30/NGDN/EIF3H/DIMT1/LAS1L/TSR1/SF3B4/EIF3L/RBM34/ISY1/WDR55/DROSHA/EIF3E/TFB1M/TAF9/WBP11/DKC1/METTL17/DDX54/METTL16/NOB1/ZNHIT3/RRP8/CINP/SBDS/PRPF3/NOP2/SRSF12/SNRPA1/NSUN5/EIF1AX/PTGES3/GEMIN5/SNRNP200/XAB2/SRSF6/RPS27L/EIF3D/MPV17L2/SF3A1/ISG20L2/AATF/RIOX2/XRN2/UTP3/DIS3/DDX39B/EIF3F/PRPF19/DHX37/PIN4/MTREX/DDX27/SART3/UTP23/PRPF8/RSL24D1/LUC7L3/UTP18/SF3B1/SF3B2/WDR12/TSR2/EXOSC9/NSA2
GO:0007416	GO:0007416	synapse assembly	162	-0.272054004761845	-1.83868869709059	2.88802434101114e-05	0.00376047634542358	0.00334473516703151	4072	tags=42%, list=26%, signal=31%	PCLO/SETD5/LRP4/PLXNB1/KIRREL3/PTPRS/CTNNB1/NTRK1/OXTR/PCDHB6/EPHA7/LRRN3/BDNF/LRFN5/ARHGEF15/CBLN4/SHANK3/DSCAM/ADGRL3/ADGRB3/NLGN4X/NLGN3/SLITRK2/NTNG2/NRG3/CBLN1/GAP43/IL1RAPL1/LINGO2/MUSK/VSTM5/ASIC2/GRID2/GABRA1/C1QL3/CUX2/FLRT3/PTPRD/NECTIN1/SRGAP2/DKK1/CLSTN3/SNAP25/GABRB3/LRRN1/LINGO4/SLITRK5/DNER/EPHB1/SDK2/PCDHB4/GABRB2/CLSTN2/BSN/CNTN5/NLGN1/PCDHB3/ABI3/SLITRK4/LRRTM2/ROBO2/ERBB4/NEGR1/DRD1/LRRC4/NRXN1/LGI2/GPM6A
GO:0034765	GO:0034765	regulation of monoatomic ion transmembrane transport	335	-0.215674359484812	-1.60914253811818	3.15122740752743e-05	0.00400993687607865	0.00356661647488332	3660	tags=37%, list=24%, signal=29%	CASQ2/ACTN2/RYR2/SCN3A/CAV3/KCNH8/KCNIP1/KCNK16/FKBP1C/PLN/ABCB1/KCNE5/KCNA4/CACNB2/CACNA1C/KCNA1/KCNA5/SCN8A/NOS1/CABP1/P2RX2/KCNK13/CACNA1H/STAC2/WNK4/GRP/REM1/JPH2/FXYD7/HRC/CACNG6/SHANK3/KCNJ6/CLCNKB/CASQ1/RGS4/KCNIP4/TRPC3/HCN1/IL13/DPP6/NLGN3/ATP2A1/KCNH6/SCN4A/CACNG1/GRIN2C/KCNS1/EDN3/LIME1/HAMP/KCNA2/PDZK1/KCNJ10/LHCGR/SCN5A/ADCYAP1R1/CALCR/PLP1/OPRK1/KCNB2/KCNS2/TMC1/LRRC55/KCNK4/GAL/GRM5/KCNK10/HCN4/KCNG4/ASIC2/KCNH4/CACNA1G/HCN2/GRIN2B/PLA2G1B/LRRC26/CLIC3/WNK2/KCNMA1/CACNA2D3/OXSR1/DIAPH1/SCN7A/RAMP3/PIK3CG/GSTM2/KCNAB1/CACNA1I/CLCNKA/KCNK7/FXYD2/ATP1A2/DPP10/KCNH3/CACNA2D1/CACNB4/FKBP1B/NOS1AP/KCND2/GRIN1/ADRA2A/P2RX1/KCNC1/BCL2/KCNK12/KCNK15/CX3CL1/NEDD4/GPR35/KCNE1/TCAF2/FXYD4/FGF12/DRD1/BDKRB1/KCNIP2/CRACR2A/CCL2/THY1/HPCA/KCNJ2/CHP2/HAP1/XCL1
