p_val	avg_log2FC	pct.1	pct.2	p_val_adj
B4GALT5	4.17682744776099e-09	-0.903714575658017	0.194	0.439	9.33855080770401e-05
BEX3	4.47184655228009e-09	1.25001798746381	0.664	0.542	9.99815452158783e-05
FAM3A	4.50461364525958e-09	2.40358397806729	0.347	0.123	0.000100714151880714
CYB5A	4.52823340075025e-09	-0.679183639856672	0.844	0.884	0.000101242242373974
SUPT4H1	4.60243258740714e-09	2.57349027111927	0.484	0.297	0.000102901187789249
BEX4	4.71531936243352e-09	1.35260753744355	0.587	0.419	0.000105425110305289
GDE1	5.04479999888848e-09	2.34785012631448	0.454	0.232	0.000112791638375149
GRN	5.33108742005339e-09	1.05353841639952	0.669	0.555	0.000119192452537554
TRADD	5.34863414415929e-09	1.19602335675986	0.462	0.232	0.000119584762195113
RALGDS	5.6656173499298e-09	-1.33640131304107	0.172	0.413	0.00012667187270973
CEACAM1	5.76437667921859e-09	2.623754642603	0.262	0.045	0.000128879933793969
MAGEF1	5.78108357569772e-09	2.59215592490951	0.451	0.252	0.00012925346658545
UCP2	6.03556225560584e-09	2.67661504423855	0.456	0.252	0.000134943100910835
FTH1	6.17521180021513e-09	0.384264297136306	0.975	0.994	0.00013806538542921
PKM	6.20781897335345e-09	1.09209382858548	0.71	0.619	0.000138794416606236
FGFR2	6.50973944163264e-09	-0.57262183645784	0.082	0.284	0.000145544754436022
SCNN1G	6.57593579579226e-09	-1.43953252366619	0.096	0.303	0.000147024772522323
DEGS2	6.72276646597442e-09	3.46084114263838	0.328	0.11	0.000150307612646256
PI3	6.81439682237334e-09	-4.6263155659412	0.019	0.148	0.000152356284154623
MLF2	6.98861016117716e-09	1.52935401242572	0.585	0.426	0.000156251345983599
RTN4	7.00583247289747e-09	1.35710999864077	0.626	0.51	0.000156636402429042
GGT5	7.08801352005458e-09	-1.59874108458067	0.093	0.303	0.00015847380628138
PLLP	7.48451732374598e-09	1.56862296367435	0.352	0.116	0.000167338838324313
PTGS2	8.20632196382841e-09	-1.92177917555995	0.06	0.232	0.000183476946467276
RNF167	8.28550794361921e-09	1.63622593906066	0.495	0.303	0.000185247386603438
SOX5	8.29567933856602e-09	-2.35522952449458	0.016	0.142	0.000185474798651659
POLR2C	8.39399153875757e-09	1.28317691747868	0.475	0.271	0.000187672862823542
HNRNPA3	8.67558150493846e-09	1.09274010613431	0.721	0.594	0.000193968651287414
TMEM59	9.03902035719932e-09	0.992045774484937	0.74	0.69	0.000202094417146262
TECR	9.16416016679593e-09	1.32841973192559	0.617	0.503	0.000204892293009223
HPGD	9.45835753277674e-09	3.06719224002792	0.322	0.097	0.000211469957717822
NFKBIZ	9.50589736233946e-09	-1.4189181861964	0.331	0.548	0.000212532853227186
RPS13	1.00199795715686e-08	-0.685040783144137	0.847	0.91	0.00022402670326113
MUC3A	1.00248827076198e-08	5.45162090460943	0.186	0	0.000224136327576964
GATA6	1.06334989160591e-08	-1.64948230083389	0.022	0.155	0.000237743768765249
CRACR2B	1.08170997029309e-08	-0.602812398075641	0.249	0.497	0.000241848715158129
CDKL2	1.09584649476021e-08	2.36557464352347	0.23	0.026	0.000245009359298488
PPP4R2	1.11502538296776e-08	-1.62655227909802	0.172	0.419	0.000249297375123932
SERPINH1	1.1271465162501e-08	1.52590959849953	0.511	0.303	0.000252007418103197
RPS28	1.15239725168828e-08	-0.588876696736639	0.907	0.923	0.000257652977532467
OARD1	1.19421832387298e-08	2.44874666092522	0.396	0.181	0.00026700333285152
MRPL4	1.2000770973928e-08	1.65833297378091	0.451	0.213	0.000268313237435083
RPLP1	1.22291181378746e-08	-0.566609568291633	0.956	0.987	0.0002734186233266
NMRAL1	1.24972373118746e-08	1.77513357188282	0.418	0.2	0.000279413231818892
IFT57	1.29938236690403e-08	1.23278471805859	0.637	0.503	0.000290515909592404
ETV4	1.3441157366835e-08	5.108704916867	0.194	0.006	0.000300517396407698
CALM1	1.34992170048146e-08	1.09411705962202	0.73	0.587	0.000301815493793644
CDON	1.3520784697329e-08	-1.69011295917993	0.025	0.161	0.000302297704262883
AMZ2	1.38317960223404e-08	3.03481868211415	0.388	0.181	0.000309251295467487
UPK2	1.40432037167474e-08	-3.68511590513811	0.003	0.097	0.000313977948699039
RSL1D1	1.41557037676141e-08	1.37336373307138	0.617	0.503	0.000316493224836316
RNF5	1.42600096333998e-08	2.34560307802602	0.443	0.245	0.000318825295383553
ATRAID	1.42793334541261e-08	1.37993383525772	0.598	0.471	0.000319257337367352
ILF2	1.4399254835417e-08	1.34278796276678	0.604	0.465	0.000321938539610254
SMIM30	1.4531569607049e-08	1.85800474240118	0.516	0.361	0.000324896833274402
PMAIP1	1.45989897450523e-08	-1.56324039875018	0.175	0.406	0.000326404212719879
CACYBP	1.4642153584577e-08	2.37936309858731	0.456	0.265	0.000327369269843973
SDC1	1.49934531469375e-08	1.38722581792289	0.642	0.51	0.00033522362545923
FKBP1A	1.53168725987373e-08	1.08308128812787	0.639	0.503	0.000342454637562569
CREB3L1	1.56224813072098e-08	1.51723035845986	0.399	0.174	0.000349287437066597
CTSS	1.5672153243522e-08	1.24133081295758	0.579	0.413	0.000350398002218666
ASAH1	1.57723807330575e-08	1.03980308939043	0.74	0.639	0.000352638888429699
TCIM	1.6491271600517e-08	1.44138672650708	0.757	0.697	0.00036871185044436
PSMD4	1.67821379860644e-08	2.23655415700015	0.514	0.355	0.000375215041092428
SUMO1	1.70651155994066e-08	1.29280365255943	0.637	0.503	0.000381541854571533
YIPF3	1.71477984334869e-08	1.37371553453435	0.568	0.432	0.0003833904773759
RPL10	1.71832776723136e-08	0.409782490690026	0.964	0.987	0.000384183722197587
GLIPR2	1.73503081405979e-08	-1.70446233847698	0.049	0.213	0.000387918189407487
HORMAD1	1.77964977756878e-08	3.46979935963354	0.221	0.019	0.000397894097268828
ARMT1	1.78219056429958e-08	3.512872254008	0.306	0.09	0.0003984621663661
TMEM243	1.79295848699849e-08	1.33878205659312	0.508	0.303	0.000400869658523122
ATP11A	1.79399081318843e-08	1.36655809219902	0.456	0.232	0.00040110046601267
CIRBP	1.82250679423424e-08	0.691484440915438	0.795	0.742	0.000407476069054891
SLC25A39	1.83518264409241e-08	1.19503523582869	0.464	0.245	0.00041031013556618
ABCC5	1.85120327166883e-08	-1.61961242712256	0.085	0.271	0.000413892027479718
PMF1	1.90924097750659e-08	1.46805289788077	0.533	0.368	0.000426868097750924
TM4SF1	1.92046274276928e-08	-1.26416266160247	0.484	0.658	0.000429377060028356
GSTP1	1.9632740535818e-08	0.380665889272667	0.902	0.871	0.000438948812899818
SERPINB8	2.03934424741783e-08	-2.98037790055554	0.014	0.129	0.000455956586837678
CALM3	2.04024196906393e-08	1.75506272739752	0.505	0.316	0.000456157299443312
ANAPC13	2.05124313248863e-08	2.34578726429458	0.486	0.31	0.000458616939561808
PPCS	2.07493067491466e-08	1.61730508529698	0.533	0.368	0.00046391300029742
CDK14	2.09717966915988e-08	-0.902997853516187	0.041	0.194	0.000468887430430766
ABCC6	2.10034516313015e-08	3.09733200172265	0.268	0.058	0.000469595171572638
NKX2-1	2.13891645363088e-08	1.08906375151313	0.667	0.465	0.000478218940702792
GNLY	2.15598943442423e-08	-1.2893609669124	0.052	0.219	0.000482036117748569
MPZL3	2.21907925966079e-08	-0.815825516674996	0.066	0.245	0.00049614174087496
MT2A	2.24546322500086e-08	-2.02356254386509	0.448	0.677	0.000502040667845693
SERPING1	2.26507211551995e-08	-0.969306211463773	0.279	0.535	0.00050642482358795
B3GNT8	2.34024310903143e-08	1.97588581732829	0.273	0.058	0.000523231554317247
CHSY1	2.36632643530421e-08	-2.09733443580661	0.033	0.174	0.000529063264405314
ANGPTL4	2.37488157403343e-08	-1.6251554417445	0.057	0.226	0.000530976022322394
NDN	2.38437875631767e-08	2.75501021801214	0.301	0.077	0.000533099402337505
ETS1	2.41956785289258e-08	-0.259798354787335	0.041	0.194	0.000540966980549723
RPL15	2.44080138212208e-08	-0.46819234240641	0.872	0.948	0.000545714373014855
FAT1	2.44733966162684e-08	-1.57466787028727	0.077	0.258	0.000547176201546528
NAP1L1	2.44874771182724e-08	0.931626380660563	0.702	0.6	0.000547491013410335
DDIT4	2.46619084928606e-08	1.38897964854148	0.557	0.368	0.000551390950083378
PLOD2	2.52403401400116e-08	-1.67456566837921	0.044	0.2	0.00056432352485038
MGP	2.6212057109257e-08	-2.22945523934018	0.38	0.555	0.000586049172848769
AAMP	2.71291844860896e-08	1.61850354004787	0.533	0.368	0.000606554306739992
SYNPO	2.79443700657877e-08	-1.61357554333193	0.077	0.265	0.000624780225930882
ECH1	2.80158887493899e-08	1.09810122386038	0.639	0.529	0.000626379240658859
NME3	2.83109956512391e-08	1.32372302817556	0.585	0.419	0.000632977240770404
AC013394.1	2.91131917050698e-08	-1.76069750084758	0.019	0.142	0.00065091274014195
NAA38	2.97269527357356e-08	1.32269152384577	0.615	0.477	0.000664635209265577
SLC4A7	2.98832844469935e-08	-1.3313221113411	0.079	0.265	0.00066813047366588
AC245014.3	3.15578396109418e-08	-1.40905022508197	0.016	0.135	0.000705570178021437
THUMPD1	3.20635674100642e-08	3.05363615075353	0.393	0.194	0.000716877240154215
ICAM1	3.20914424354379e-08	-1.52082792891191	0.478	0.652	0.000717500469971521
TRIB1	3.24649428168847e-08	-0.838771519637245	0.331	0.561	0.000725851191499909
TMED10	3.25922794439135e-08	0.951809927564736	0.678	0.542	0.000728698183807018
UGCG	3.34613034636887e-08	-1.02519713965534	0.249	0.471	0.000748127822841153
RPL26L1	3.39070590187361e-08	2.58613330189265	0.423	0.232	0.000758094025540902
GALE	3.45411168202593e-08	1.60758891088806	0.38	0.155	0.000772270289867357
ARMCX6	3.56841320462114e-08	2.70656564191894	0.361	0.148	0.000797825824289195
RRAD	3.61686189532304e-08	-1.75203344766238	0.066	0.232	0.000808657982556325
RAC1	3.62773035396841e-08	-0.713801066399332	0.53	0.729	0.000811087952540257
MT1E	3.64104031332095e-08	-1.35488109561674	0.281	0.568	0.000814063793252298
ZNF667-AS1	3.69313412938725e-08	-2.42315371661045	0.022	0.148	0.000825710928648401
TALDO1	3.70494310388651e-08	1.10432738248577	0.628	0.51	0.000828351179166945
NEU1	3.72501863390645e-08	1.90567289221686	0.432	0.226	0.000832839666168804
PYCR2	3.7396045616751e-08	2.14985068606807	0.41	0.2	0.000836100787899318
SLC7A1	3.83535901920107e-08	-1.03366497607933	0.052	0.213	0.000857509569512975
MCTP1	3.85825419188781e-08	-3.10720499818658	0.008	0.11	0.000862628472222277
AAED1	3.91118691388182e-08	-1.90853159897112	0.068	0.245	0.000874463170205698
SH3YL1	3.93397752556019e-08	1.39257402129681	0.568	0.426	0.000879558695164748
EIF3H	4.17773990154912e-08	0.984662040524867	0.667	0.516	0.000934059087188353
RPS4X	4.35006422178637e-08	0.4210044618233	0.956	0.961	0.000972587358706997
PCBD1	4.35522011158178e-08	1.22037248357774	0.585	0.458	0.000973740112547454
SPNS1	4.64255391511844e-08	3.03973197636499	0.309	0.103	0.00103798220434218
TYROBP	4.71948080565078e-08	-1.00864164703554	0.145	0.374	0.0010551815185274
TUBB2A	4.72075576353762e-08	2.70061749196625	0.393	0.2	0.00105546657361174
GFRA3	4.76571958432794e-08	1.50976413481794	0.186	0.006	0.00106551958466404
MAPK13	4.77959735981535e-08	3.2119495183488	0.344	0.142	0.00106862237770752
ACADVL	4.87759225884492e-08	1.42506674768323	0.645	0.548	0.00109053207723255
YWHAE	4.94069508045759e-08	1.02856048957224	0.713	0.639	0.00110464060608871
EPHA2	4.95014709069005e-08	-1.37481869083959	0.128	0.335	0.00110675388653648
PON3	4.96428896023366e-08	1.27725794216258	0.421	0.226	0.00110991572572904
CD55	5.09634906362138e-08	-0.930269338285866	0.691	0.768	0.00113944172364447
COASY	5.29270180635546e-08	1.02901035456642	0.374	0.155	0.00118334226986495
VKORC1	5.33663308528701e-08	1.83691902883384	0.522	0.374	0.00119316442520847
RNF135	5.34021222956666e-08	2.8580262560515	0.284	0.077	0.00119396465028651
AC007325.2	5.36099714816738e-08	4.90500046641367	0.169	0	0.00119861174238726
MME	5.38974504563552e-08	-3.22780999018277	0.011	0.116	0.00120503919730319
EGR1	5.46619234916708e-08	-0.793884764083719	0.508	0.71	0.00122213128542677
YWHAQ	5.48285966710533e-08	1.04934730861868	0.645	0.523	0.00122585776437141
FCGR2A	5.53962556823975e-08	1.82829718093827	0.363	0.135	0.00123854948454704
RPL36	5.7202843515836e-08	-0.504365826211466	0.872	0.91	0.00127894117532706
CTNNB1	5.76211447727219e-08	-1.14613106985319	0.344	0.574	0.00128829355482852
HSPB1	5.78578168970199e-08	0.791026521629979	0.781	0.755	0.00129358507018357
HDHD3	5.79643074656721e-08	2.98275343150142	0.333	0.129	0.0012959659863175
PON2	5.83755026172367e-08	1.28669436452244	0.582	0.406	0.00130515948751618
YBX3	5.9083760112309e-08	-0.793149763414337	0.464	0.645	0.001320994708591
TNFAIP3	5.97978025343698e-08	-1.85421399202671	0.169	0.387	0.00133695926906344
GGPS1	6.07378699155178e-08	1.48251989172504	0.391	0.181	0.00135797729557115
GGA2	6.08864048703484e-08	2.52838178317474	0.328	0.123	0.00136129824009125
TNNC1	6.20182850057919e-08	-1.9487889827147	0.057	0.219	0.0013866048161595
GJB1	6.37225926069052e-08	5.21319617859031	0.199	0.019	0.00142470972550519
GLUL	6.40721955604912e-08	1.29067368179667	0.686	0.581	0.00143252614834146
METTL9	6.48532762331201e-08	1.68082478031097	0.511	0.329	0.0014499895500201
EHD4	6.74951023108938e-08	-0.642990088297292	0.213	0.452	0.00150905549746696
RNPEP	6.95164879531568e-08	1.96712769152994	0.44	0.252	0.00155424963765668
IGSF10	7.04199706281044e-08	-2.73526728040504	0.014	0.123	0.00157444970330316
CIB1	7.20032028591906e-08	1.25606345945779	0.672	0.581	0.00160984760952578
NME4	7.2304075914957e-08	1.28569468341226	0.391	0.181	0.00161657452930661
SKP1	7.67261023320308e-08	0.855527050206999	0.762	0.677	0.00171544219593954
UBE2A	7.75772102514476e-08	1.44103534663221	0.462	0.258	0.00173447126680187
DDRGK1	7.78175260774419e-08	1.44307809908334	0.538	0.387	0.00173984424803945
CORO1B	7.8086312557241e-08	2.11748003321565	0.467	0.284	0.00174585377615479
DHRS7	7.82059532910116e-08	1.96780214676881	0.568	0.426	0.00174852870368044
RASSF7	7.97790408012465e-08	0.923047366994247	0.5	0.323	0.00178369979423427
PARK7	8.18967604150599e-08	0.692618830624486	0.702	0.606	0.00183104776935991
CLDN23	8.24440679870694e-08	3.95791948702537	0.235	0.045	0.0018432844720549
TCEA3	8.4254743285284e-08	0.946512345946959	0.511	0.31	0.00188376755037238
SFTA2	8.5267707750484e-08	0.646925144079193	0.724	0.581	0.00190641540988532
HSP90B1	8.53108583919874e-08	0.473064458782946	0.765	0.665	0.00190738017192806
DPM3	8.57534443962477e-08	1.72959420445121	0.522	0.355	0.00191727550981131
PSMA1	8.64388441174601e-08	1.26685264056467	0.615	0.497	0.00193259967677817
RDH14	8.66410385186541e-08	2.48459579965882	0.38	0.187	0.00193712033920007
BLVRA	8.87525955844139e-08	0.923651471809015	0.503	0.329	0.00198433053207633
APEX1	9.15606468706727e-08	1.70177515753533	0.544	0.406	0.0020471129427345
SAMHD1	9.57974830875944e-08	-0.802811237547433	0.117	0.316	0.00214184012687244
EEF2	9.8919084098572e-08	0.731847526904011	0.814	0.774	0.00221163288227587
TCF4	9.98482343655668e-08	-1.84896503878106	0.063	0.226	0.00223240682394534
TOMM22	1.0198695340947e-07	2.04502138689989	0.492	0.316	0.00228022430432894
SLC39A3	1.0845031250183e-07	2.87209477422321	0.281	0.084	0.00242473208691591
HSPA5	1.08599663815937e-07	1.08711592723866	0.697	0.619	0.00242807128359671
HNRNPH2	1.08722235651111e-07	1.31277457610076	0.557	0.4	0.00243081174468753
IFI27L2	1.09371055760731e-07	1.87956580433414	0.418	0.2	0.00244531806469842
TSTA3	1.11707679042379e-07	1.32206448442623	0.486	0.297	0.0024975602880295
HCAR2	1.12829971084978e-07	-1.56472141963499	0.085	0.265	0.00252265249351794
CCDC115	1.14806544299471e-07	1.62627495170508	0.383	0.174	0.00256684471744758
EFNA1	1.16671163162485e-07	1.22192069098391	0.648	0.49	0.00260853386598685
CYP27A1	1.17210555373629e-07	0.65897775440045	0.347	0.123	0.00262059359704359
GOLPH3L	1.19032515469013e-07	2.0062299708671	0.393	0.2	0.0026613289808562
ATP6AP2	1.21744893007594e-07	1.45705152888141	0.544	0.381	0.00272197231786379
KRT18	1.24326597335439e-07	0.819824503336833	0.842	0.768	0.00277969406322575
STUB1	1.24472913490751e-07	0.8620572306376	0.541	0.4	0.00278296539982621
PHB	1.24642193874034e-07	1.60804189122929	0.557	0.432	0.00278675017063565
SH3BGRL	1.25349816145788e-07	1.36567540800599	0.593	0.503	0.00280257118938753
TFAP4	1.2739040982856e-07	1.47880291805927	0.199	0.019	0.00284819478294695
CD151	1.30163614561028e-07	1.04809151300954	0.62	0.471	0.00291019809435546
HBEGF	1.32423626876803e-07	-1.36724606472727	0.068	0.232	0.00296072744971157
TCTN1	1.33005714118142e-07	3.17596219508156	0.342	0.155	0.00297374175625341
ALG1L	1.33839015684356e-07	4.8095039155999	0.172	0.006	0.00299237271267082
ASPH	1.342872724004e-07	1.36800055951457	0.609	0.465	0.00300239483632813
BPHL	1.36023134767521e-07	3.28805941100763	0.265	0.071	0.00304120524713223
CKB	1.3649426678025e-07	1.13043959821353	0.519	0.303	0.00305173881667283
PHLDA3	1.37737505238497e-07	0.822680427302342	0.402	0.168	0.00307953514212231
RPL4	1.43112882696029e-07	0.510339762493923	0.863	0.819	0.00319971783131781
LGALS1	1.43768575088802e-07	-1.46167045513507	0.101	0.284	0.00321437780183543
RGS17	1.44765154221661e-07	3.6456471537865	0.254	0.065	0.00323665931808789
CFAP221	1.45392253010957e-07	4.83074625329629	0.183	0.013	0.00325067999281897
MYO6	1.45550288571226e-07	1.65322152722974	0.549	0.394	0.00325421335187546
RELB	1.46803740635378e-07	-1.61826203346426	0.093	0.277	0.00328223803312579
RTN3	1.53573416050858e-07	0.909121995919437	0.505	0.31	0.00343359443606508
APH1A	1.56949614302308e-07	1.81383722211436	0.525	0.355	0.003509079476571
MT-CO1	1.5812454667824e-07	0.591847419677432	0.902	0.929	0.00353534861463208
NAXE	1.64330254939276e-07	1.42578412717634	0.475	0.316	0.00367409583993232
ZBTB21	1.64736446587925e-07	-0.889896090581018	0.06	0.219	0.00368317747281283
C1orf43	1.66082306328366e-07	1.59979387530664	0.549	0.445	0.00371326820488961
DNASE2	1.69433746420955e-07	2.26363239947858	0.361	0.161	0.00378819970247971
ZC3H12A	1.70418259148918e-07	-1.45685755715309	0.156	0.361	0.00381021143805151
METTL26	1.72577667985248e-07	1.24830835719204	0.525	0.374	0.00385849150081418
MRPL28	1.74841123982322e-07	1.70073111070009	0.393	0.181	0.00390909784999677
LATS2	1.75324708814404e-07	-1.52175814723226	0.041	0.181	0.00391990983967245
BCL11A	1.77338525376474e-07	1.50912610628311	0.224	0.039	0.0039649347503672
GADD45G	1.77519819870183e-07	1.22163004714969	0.464	0.252	0.00396898813265756
TMEM9	1.77709536373656e-07	0.919421728459685	0.478	0.31	0.00397322981424221
MRPS18B	1.79381600104366e-07	1.42854375795635	0.451	0.258	0.00401061381513341
SDF2	1.82586213690452e-07	2.02788191957696	0.445	0.284	0.00408226256569113
EPS8	1.91314854413338e-07	1.48705442739226	0.568	0.406	0.00427741751497341
LAMTOR1	1.93264691653644e-07	1.60439438403873	0.522	0.355	0.00432101197599216
SELENOW	1.9360041664514e-07	0.717826576252601	0.757	0.69	0.00432851811535205
RPL34	1.95197741689008e-07	-0.551473359084815	0.932	0.968	0.00436423110868285
RTL8A	1.9526247412878e-07	1.74530356473062	0.448	0.271	0.00436567839657127
PIM1	1.95990991718676e-07	-1.42038902199602	0.071	0.239	0.00438196659284615
CDK5RAP3	1.96942928753084e-07	2.3446566760422	0.451	0.271	0.00440325000106145
SLC4A4	1.98977856100274e-07	-1.70356179762466	0.074	0.232	0.00444874690668992
TRAPPC1	2.01808140124379e-07	1.10321537135169	0.612	0.503	0.00451202639690086
MSRB1	2.08503072572168e-07	2.01763358084596	0.317	0.123	0.00466171169656854
KAT8	2.13809641092313e-07	2.08386174276067	0.361	0.168	0.00478035595554194
ATP12A	2.15128713733178e-07	-2.24338034087248	0.03	0.155	0.00480984778164638
POLR2E	2.15904412352998e-07	1.06623384321326	0.519	0.355	0.00482719085138833
RPL7	2.17699807649914e-07	0.466670407974394	0.907	0.903	0.00486733229943678
S100P	2.18015415856464e-07	-1.50359556908868	0.123	0.316	0.00487438866771882
HSD17B14	2.18046510920654e-07	4.21286077779156	0.178	0.013	0.00487508389116399
ADIPOR1	2.22414344258285e-07	1.67051026106548	0.505	0.361	0.00497273990892674
IDH3G	2.24547659417702e-07	2.34586011507953	0.454	0.29	0.00502043656926099
BIRC3	2.25858976676851e-07	-1.27664399910963	0.268	0.484	0.00504975500054104
MAGI1	2.32131307025592e-07	-1.80604117544152	0.096	0.277	0.0051899917624782
FDXR	2.32494779158816e-07	3.86973727286766	0.224	0.045	0.0051981182724328
SOCS6	2.42211827954821e-07	-1.68625832488942	0.085	0.265	0.00541537204941388
SQSTM1	2.42413571943146e-07	0.825719113082161	0.721	0.677	0.00541988264150486
ZNF814	2.48074866702154e-07	-2.5048434821962	0.016	0.123	0.00554645786972675
EIF3E	2.51318016899941e-07	0.926907104572234	0.721	0.671	0.00561896822184888
KLHDC9	2.55360729118896e-07	3.42054625792174	0.262	0.077	0.00570935518164028
CD164	2.56847706907262e-07	1.08592150355639	0.642	0.548	0.00574260103103256
SRP14	2.59649444840089e-07	0.620250505518213	0.811	0.742	0.00580524228773471
HERPUD1	2.59663445965945e-07	0.745616934703867	0.653	0.503	0.0058055553249066
DUSP8	2.59679670117801e-07	-2.11653121643156	0.019	0.129	0.00580591806449379
CAP1	2.68141003041643e-07	1.49025472979124	0.579	0.445	0.00599509654600506
